ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
174,174,57930,42361,4170,6404,5010,325,81,0,0,60506,36700,7936,9913,6309,241,85,0,0,62724,36957,6452,9912,8269,742,88,62812,37000,6460,10039,8270,742,88,61258,36877,7373,10188,7029,296,105,8653,6550,17,70,1393,61269,36592,6534,10142,7789,640,87,46284,35053,2892,4556,3709,226,62,0,0,42314,28301,4716,5800,3332,33,45,5665,2963,14,45,106,0,49735,30789,4681,7175,6181,544,73,49735,30789,4681,6408,5534,68,8,1785,43270,28931,4347,5872,3864,68,75,0,0,0,0,43548,28557,4053,6239,4170,227,80,5970,3807,4,80,42217,26680,4984,5993,4079,340,16,5768,4040,22,16,25253,14666,10346,22797,14127,8670,24902,14102,10199,23923,13580,9971,23501,14929,8572,22928,13506,8749,23087,14700,7832,17823,11622,6008,17816,11832,5808,22760,13481,8938,26718,14791,11740,25408,14931,9884,25008,13627,10435,25198,14192,10271
175,175,48106,34300,2988,5503,5371,380,63,0,0,56032,39971,4252,5183,6782,375,21,0,0,62018,43362,4160,5515,8450,644,82,62108,43396,4168,5569,8461,645,83,57806,41101,5292,5105,6386,378,13,4165,5534,140,8,1534,58759,42695,4477,4929,6440,648,20,42700,31181,2398,4537,4576,298,53,0,0,46483,34642,2950,4178,4334,304,10,3879,3992,132,10,90,0,55353,39559,3437,4603,7182,522,61,55353,39559,3437,3781,6418,51,12,1863,48026,35726,3717,3935,4163,261,10,0,0,0,0,49535,37831,2971,3904,4367,287,4,3552,4090,124,4,50838,37501,3379,4332,4995,228,21,4016,4640,64,21,24441,19569,4603,23501,18872,4629,29076,23771,4336,28479,22408,5617,27940,22726,5214,27615,21086,5243,27757,21646,4843,26575,23049,3022,26482,23139,2946,29840,24748,4475,34761,29090,5376,33894,27118,5551,33610,26206,6015,33774,26558,5833
176,176,65339,52403,6029,5930,1179,534,62,0,0,64129,50709,5944,5873,1619,480,46,0,0,62794,47113,7193,6153,1470,1084,61,62863,47170,7195,6194,1471,1085,61,64499,49699,6747,5224,1772,567,37,4530,1604,181,0,670,62930,46485,8200,5270,1848,903,24,49900,41380,3840,3903,774,389,44,0,0,50920,41810,3915,3984,869,340,0,3830,735,85,0,30,0,50710,39333,5000,4527,1071,850,32,50710,39333,5000,3692,814,79,1,1521,51630,41235,4505,4273,1104,482,0,0,0,0,0,50265,39295,5305,3916,1217,502,0,3766,1035,84,0,50716,38702,5764,4604,1150,623,20,4186,823,65,20,26634,13677,12490,24528,12181,12347,27616,10785,15855,26491,11396,14304,25682,11390,14292,25587,10556,14002,25570,11402,13137,21868,10156,11380,21860,10797,10707,27046,11849,14591,32937,14240,18253,32368,14318,17003,32176,13040,17594,32166,13427,17535
177,177,61405,39097,9291,11726,2006,634,135,0,0,63411,34173,14275,13929,2506,761,163,0,0,62000,32842,13203,13788,2527,1123,162,62232,32931,13258,13841,2539,1123,162,62804,32487,13527,14770,3247,919,176,11778,2415,101,0,2378,60704,31255,13530,14020,3189,1004,426,45235,31561,5451,6995,1450,405,101,0,0,45576,28159,7304,8473,1237,221,0,8204,1139,24,0,191,0,47666,27674,8725,9257,1959,818,125,47666,27674,8725,8012,1566,84,14,1332,45329,27812,6896,8427,1673,159,0,0,0,0,0,43433,27047,6663,7310,1899,167,0,6861,1486,40,0,44232,26186,7488,8311,1905,299,0,7607,1505,38,0,24072,15683,8038,21352,15703,5649,24032,15638,7653,22898,15095,7326,22407,15812,6595,22001,14711,6385,22066,15703,5581,18045,13653,4096,18118,13812,4046,22590,15328,6787,27075,17247,9536,25648,16575,8131,25289,15581,8411,25507,16124,8258
178,178,64298,60249,1014,683,2230,195,33,0,0,64225,59284,1091,924,2725,149,135,0,0,65503,57992,1901,959,3697,511,45,65518,58001,1904,971,3705,511,45,65012,57171,1314,1020,2555,116,153,736,2023,35,0,886,65884,58780,2178,940,2790,288,25,49164,46467,625,423,1533,141,24,0,0,50231,47171,689,538,1748,86,0,483,1619,66,0,34,0,52045,46805,1195,682,2625,367,36,52045,46805,1195,501,2341,20,10,1045,51165,48137,750,645,1549,65,0,0,0,0,0,51351,47608,1379,635,1651,34,0,489,1522,18,0,50626,46233,1772,501,2035,30,0,304,1837,15,0,38054,17816,19889,36519,15413,21106,39098,16726,21185,38654,15427,22742,38252,16773,21479,37890,15052,21936,37916,15943,21113,33864,16875,16596,33860,17798,15706,39113,17888,20671,44911,20352,24211,44427,20095,23487,44144,17760,25213,44223,18987,24247
179,179,60124,9384,17338,30186,5083,934,200,0,0,63686,7318,23156,31348,4200,972,125,0,0,61196,6779,22579,29322,4818,1283,199,61563,6810,22646,29357,4819,1283,199,65553,7293,24274,30702,4799,958,73,26659,4646,224,0,1158,67166,7318,27904,29459,4876,546,63,41233,8109,10938,19285,3778,572,129,0,0,38926,6370,11541,18543,2245,269,4,18124,2235,179,4,70,0,44131,5797,15333,20523,3764,937,146,44131,5797,15333,18150,3518,86,6,1030,42243,6338,12823,20274,2585,311,0,0,0,0,0,42707,6539,14617,18953,2569,195,0,18328,2545,80,0,38237,5967,12551,16914,2731,293,0,16373,2697,22,0,22120,19300,2689,21326,19686,1640,21561,19298,1914,20639,18416,1988,20476,18691,1785,20432,18268,1791,20450,18504,1588,14489,13338,1027,14506,13393,1016,18763,16617,1939,21476,18211,3125,20133,17083,2569,19919,16772,2491,20023,16844,2653
180,180,65088,10562,38265,17582,2333,2087,291,0,0,65321,9280,41748,15675,1850,778,63,0,0,62032,8052,38737,16108,2491,1390,229,62540,8120,39000,16138,2493,1390,229,66345,9599,43196,14807,2371,917,4,10643,1934,40,0,854,64690,8905,43239,14282,2219,1046,169,42928,8902,23656,10660,1610,1262,191,0,0,40452,7774,24203,7303,1049,103,0,7162,1016,39,0,3,0,44163,6723,26745,10695,1888,1004,158,44163,6723,26745,8106,1611,52,8,762,41502,8068,25409,6846,1237,108,0,0,0,0,0,39747,7377,24156,6765,1289,95,0,6590,1048,11,0,38209,7013,21926,7787,1040,145,0,7614,750,56,0,21280,18474,2641,19706,18095,1611,20809,18561,1986,19409,17212,2031,19179,17336,1843,19089,16988,1802,19101,17240,1593,11776,10616,1055,11735,10562,1062,16459,14216,2073,18729,15064,3559,16400,13273,2708,16196,12942,2598,16304,13067,2770
181,181,47990,12390,6389,28074,2129,567,72,0,0,50599,13716,7540,25643,4042,567,87,0,0,61777,20746,8129,26978,6377,955,239,62079,20766,8154,27161,6377,955,241,49980,14987,7307,23815,4412,531,18,22319,3565,98,0,1572,55871,17945,8111,24540,5783,1295,29,38604,12046,4650,20489,1957,426,55,0,0,39052,12555,5203,18778,2263,299,0,18482,2043,105,0,77,0,52716,19813,6407,20657,5849,693,216,52716,19813,6407,18997,5242,90,137,1731,39677,13804,4982,18321,2449,236,0,0,0,0,0,44224,16295,5676,18882,3275,317,0,18263,2664,24,0,45655,17954,6209,17561,3764,336,0,16719,3109,8,0,23995,22637,1196,23686,22423,1263,24106,22080,1422,23480,21287,1914,23181,21412,1769,23077,20641,1789,23118,20756,1722,19264,18065,852,19245,18151,830,22386,20531,1468,24736,22671,1908,23729,20940,1997,23598,20753,2025,23638,20654,2153
182,182,54093,38022,3555,6231,6313,419,102,0,0,57080,40010,3206,6548,7376,231,104,0,0,66247,45967,4540,6065,8935,739,76,66317,45980,4543,6155,8936,739,76,57959,40213,3202,7158,7473,181,98,5910,6535,35,26,1920,60152,41602,3319,7330,7620,447,311,49892,35747,3048,5400,5671,362,95,0,0,47019,35287,2009,5184,4334,58,10,4858,3886,16,10,128,0,60165,42513,3787,5241,7893,602,51,60165,42513,3787,4396,7021,61,4,1985,47747,35966,2033,5423,4133,83,15,0,0,0,0,50755,37635,2428,5621,4483,205,85,4531,3959,44,85,51316,38106,2636,5341,4711,198,56,4345,4151,71,56,30654,26090,4308,29240,24328,4912,34682,29972,3850,34154,27943,5841,33455,28079,5376,32990,26356,5534,33140,26853,5193,30304,27009,2856,30117,27060,2685,34201,29562,4098,38465,33802,4427,37664,31638,4925,37364,30600,5597,37563,31040,5333
183,183,63594,59415,2179,1132,758,288,42,0,0,64703,58331,3954,1693,474,550,36,0,0,66074,57252,4681,2238,1049,837,79,66148,57314,4686,2266,1061,837,79,65294,58164,4565,1747,633,418,68,1041,471,107,68,869,65900,57145,5599,1740,978,392,45,49634,47171,1251,593,498,195,24,0,0,50303,46979,2148,650,254,239,0,552,226,100,0,0,0,52999,47427,2852,1310,689,602,50,52999,47427,2852,887,546,18,10,1094,51378,47321,2674,712,418,212,4,0,0,0,0,51670,46606,3504,745,574,181,4,622,427,4,4,52723,47209,3757,809,567,271,0,605,441,54,0,30064,14693,14830,28680,12640,16040,32224,11141,19769,31625,11287,19208,30543,12487,18056,30385,10935,18007,30259,12177,16685,25696,11369,13880,25770,12282,13054,31726,12667,18366,38430,15115,22854,37413,15132,21235,37174,13510,22009,37221,14142,21767
184,184,59829,36506,6994,5217,11329,450,114,0,0,62685,34858,9180,5349,14061,529,171,0,0,63988,35945,9965,4317,13556,992,124,64108,35989,9975,4374,13560,992,124,62057,34501,9670,4526,14093,637,81,2381,13472,30,7,1958,60009,33331,10366,4175,12282,592,133,48539,31567,4970,3721,8321,345,74,0,0,43581,29824,3380,3138,6970,134,19,2958,6865,29,19,85,0,51669,31373,6585,3291,10114,748,96,51669,31373,6585,2667,9654,21,12,1142,41867,29588,3103,2080,6877,121,8,0,0,0,0,41451,29110,3594,2308,6213,201,4,2059,5908,0,4,41971,28611,3613,2622,6888,172,5,2246,6540,43,5,24926,16231,8387,22574,16879,5695,26635,18022,7844,25476,17669,7396,24864,18371,6493,24446,17569,5905,24498,18053,5485,21302,16369,4596,21305,16632,4396,25405,17964,6958,29667,19952,9486,28103,19168,7986,27708,18238,8343,27997,18923,8009
185,185,61024,24427,1780,31112,3916,476,110,0,0,63785,23606,3086,33176,4887,621,29,0,0,61628,22111,2749,31605,5159,636,85,61863,22146,2753,31715,5170,636,85,62941,22590,3076,34232,3941,506,38,32092,3431,184,0,1278,63572,21591,3105,35576,3952,470,19,45544,20790,1186,20809,2822,323,68,0,0,43865,19361,1667,19899,2526,362,0,19729,2438,243,0,192,0,48042,19027,1902,23070,3931,472,65,48042,19027,1902,22072,3661,71,6,1129,44055,18552,1427,21610,2080,373,0,0,0,0,0,44901,18357,1548,22614,2198,276,0,22100,2126,118,0,43705,17870,1416,21791,2324,293,0,21101,2184,68,0,26576,19319,7048,26274,20482,5792,27402,19945,6994,26380,19345,6766,25999,19819,6180,25747,19508,5767,25844,19979,5428,21278,16618,4457,21307,16879,4248,25869,19042,6538,30195,21170,8873,28812,20276,7895,28482,19490,8139,28688,20058,7955
186,186,58365,10068,2526,39594,6674,648,120,0,0,58689,16835,4148,32110,6200,687,47,0,0,61995,19245,4428,30034,8361,992,107,62436,19260,4432,30346,8361,993,107,59413,17904,3378,31066,7496,503,31,29807,6782,223,4,1248,58262,17791,4458,28597,7797,678,44,43642,9162,1714,28009,4968,443,84,0,0,44766,14870,2238,23894,3290,406,15,23672,3064,279,15,83,0,49985,17211,3171,22875,6614,769,80,49985,17211,3171,21470,6098,126,6,1659,44708,15302,1722,23295,3948,328,0,0,0,0,0,43424,15468,2212,21158,4086,447,0,20519,3824,242,0,43799,16828,2381,19479,4703,432,0,18620,4448,83,0,28135,26021,1963,28616,27013,1603,29617,26938,2060,28772,25888,2530,28336,25982,2354,28163,25087,2243,28221,25353,2085,24334,22614,1406,24391,22796,1357,28744,26079,2244,33421,30096,3122,32080,28076,2989,31915,27709,3159,31973,27626,3294
187,187,60840,53770,2588,1694,2783,245,37,0,0,65313,55092,4159,3017,3257,198,26,0,0,66265,53249,5127,3168,4062,757,45,66296,53272,5130,3172,4063,757,45,66995,55448,5355,3247,3191,161,42,2059,2612,8,19,1483,66452,53040,7115,3288,2860,390,50,46104,41738,1528,973,1825,147,20,0,0,49350,43464,2577,1369,1648,181,4,1323,1515,25,4,85,0,51569,42934,3212,1983,2851,535,35,51569,42934,3212,1481,2612,35,6,1141,49818,43834,2739,1442,1560,155,20,0,0,0,0,49111,42347,3729,1272,1423,228,35,1128,1330,8,35,49243,41661,3545,1665,2072,222,40,1483,1830,0,40,30478,14390,15642,29561,12508,17053,33503,13467,18750,33494,12547,19601,32660,13911,18749,32396,12167,18303,32382,13211,17257,27836,13500,13907,27874,14487,12948,33366,14813,17812,39378,17865,21062,38787,17235,20450,38609,15599,21371,38593,16189,21080
188,188,60172,19130,2458,30224,8733,698,126,0,0,59349,20106,3406,28519,7531,618,95,0,0,61564,21037,3950,26000,10663,886,101,61778,21042,3953,26128,10663,886,101,57199,20051,3522,26546,7771,490,273,24121,6559,106,99,2602,57652,21548,3424,24920,8166,473,204,51203,18258,2037,22935,8153,544,104,0,0,44984,18226,2687,20429,3425,308,50,19757,3069,75,50,64,0,53291,19403,3354,20698,9720,690,78,53291,19403,3354,19065,8814,65,21,2207,43897,17869,2657,19350,3634,286,60,0,0,0,0,44519,18344,2614,18979,4116,222,45,18181,3597,40,45,46598,19226,2383,20258,3901,299,9,19352,3449,81,9,29864,27889,1774,27139,25505,1634,29139,27256,1138,28543,26368,1903,27922,26169,1753,27808,24686,1816,27815,24675,1752,24064,22857,769,23979,22807,780,26916,25170,1208,28404,26944,1287,27535,24815,1378,27420,24861,1457,27443,24585,1556
189,189,59937,40806,8579,9188,1983,600,70,0,0,58999,36388,10665,11317,1908,753,77,0,0,61794,35428,11861,12328,2496,1271,134,61876,35471,11872,12357,2500,1271,134,58675,34912,10386,13576,1762,636,104,10291,1356,49,24,1616,60663,34956,12159,13629,1386,641,105,46342,33520,5525,6089,1417,417,42,0,0,45793,30774,7161,6405,1046,257,20,6156,911,52,20,129,0,49419,30181,8316,8933,1914,919,81,49419,30181,8316,7273,1593,81,20,1599,44845,29507,6538,7477,951,168,25,0,0,0,0,47005,30106,8019,7824,697,238,0,7199,588,15,0,47568,30250,7957,8045,943,285,39,7479,826,51,39,24345,14763,9239,21337,12852,8485,24623,13143,10683,23708,13012,10015,23124,13199,9925,23097,12224,9859,23110,12958,9114,19448,11627,7537,19476,11991,7215,24017,13657,9852,28959,16469,12179,28458,16104,11393,28290,15245,11719,28314,15452,11818
190,190,63997,4733,1784,56468,1593,792,71,0,0,61502,4752,2030,53415,1934,1030,175,0,0,61240,4230,2725,53306,1650,824,108,61771,4237,2746,53542,1650,825,108,57933,4268,2141,50242,1821,947,160,48273,1444,138,36,1482,59341,4143,2585,51444,1715,1140,459,49906,4502,1221,43048,1423,563,51,0,0,45956,4101,1361,39383,594,443,25,38937,540,176,25,256,0,48635,4006,1878,41603,1438,643,81,48635,4006,1878,39855,1221,97,22,1353,44263,3508,1338,38059,703,358,20,0,0,0,0,45757,3493,1471,39372,756,482,25,38648,668,43,25,46725,3839,1547,40066,738,420,41,39240,659,4,41,34554,33685,757,34195,33627,568,31327,30248,750,30384,29243,932,30138,29302,836,29855,28562,932,29835,28655,822,24168,23579,457,24150,23568,460,28238,27243,783,30670,29326,1206,29224,27587,1074,28996,27328,1010,29078,27272,1270
191,191,61060,3419,1392,55034,1828,667,118,0,0,61292,3385,1632,55277,1444,459,53,0,0,62188,2576,2246,56049,1882,910,69,62629,2590,2251,56224,1882,910,69,61441,3264,1889,56175,816,592,34,54305,667,262,22,1003,62927,3048,2568,57480,1046,1105,48,44333,3092,902,39305,1317,476,86,0,0,42372,3122,967,37377,608,180,10,37078,583,67,10,205,0,46806,2358,1476,41813,1436,659,54,46806,2358,1476,40110,1244,107,9,1258,43051,2966,1215,38214,372,231,10,0,0,0,0,44015,2778,1356,39018,495,220,10,38303,471,49,10,43911,3688,1054,38018,915,284,4,37135,860,51,4,29800,28615,1054,30220,29527,693,28530,27353,893,27685,26522,1025,27450,26507,943,27314,26022,987,27356,26238,838,22121,21493,522,22173,21545,541,26113,25035,914,28665,27259,1293,27698,26016,1153,27533,25772,1107,27589,25744,1322
192,192,60803,5934,1493,52926,955,727,101,0,0,65510,4717,2282,58110,1015,276,207,0,0,61027,5230,1939,52916,1453,876,96,61419,5238,1943,53093,1453,877,96,64609,4586,1990,57564,1286,345,208,55756,1072,37,0,1100,65224,4697,1914,57826,1316,495,161,45998,5546,1005,38924,740,521,91,0,0,47179,4201,1431,40744,622,193,0,40483,604,50,0,107,0,47688,4626,1367,40722,1229,674,69,47688,4626,1367,39066,1010,102,5,1306,46924,4210,1253,40516,607,211,0,0,0,0,0,47245,4247,1160,40900,557,215,1,40481,508,64,1,46548,4576,1046,39977,534,324,6,39201,460,62,6,33214,31823,1293,32746,31741,1005,31429,29868,1169,30529,28854,1429,30280,29034,1246,29976,28248,1304,30022,28482,1134,25437,24640,647,25463,24678,663,29129,27802,1080,31641,30112,1372,30474,28662,1206,30234,28448,1159,30315,28364,1374
193,193,63383,57398,3798,1421,571,384,40,0,0,64658,56404,5163,1961,882,364,11,0,0,64200,55387,5031,1640,1034,1055,58,64302,55474,5034,1669,1040,1056,58,64701,56526,4729,2297,976,371,5,1646,733,30,0,859,64099,56338,4111,2121,1141,483,0,49462,45737,2236,930,403,249,28,0,0,49590,45883,1838,1158,472,236,0,1030,378,0,0,27,0,50501,44669,3135,1049,766,735,35,50501,44669,3135,736,597,73,10,1141,49468,45853,1685,1168,533,244,0,0,0,0,0,49563,45563,1962,1105,739,238,0,901,578,8,0,49976,45666,2208,1447,430,197,13,1102,280,16,13,26589,10152,16026,24850,8778,16072,28068,8115,18789,28116,8315,18373,27711,8978,18733,27737,9087,16931,27673,8523,17183,22257,7963,13860,22262,8693,13160,27405,8679,18035,32374,9635,22295,31999,9550,21511,31848,8362,22056,31877,8799,21855
194,194,58443,47616,1889,6686,2272,388,56,0,0,61860,45250,2624,10816,3308,611,150,0,0,62200,45151,3481,9477,3593,841,114,62236,45169,3482,9517,3598,842,114,62280,44960,3305,11201,2861,547,127,9421,2144,58,9,2279,63079,45600,3710,10561,2946,776,94,50654,42008,1482,5309,1854,297,45,0,0,51233,39373,1865,8086,1466,334,0,7677,1197,36,0,236,0,54094,40159,2663,7753,2953,662,91,54094,40159,2663,6732,2420,61,22,1763,52180,39749,2603,8093,1353,327,10,0,0,0,0,53183,40309,2983,7583,1915,326,4,6867,1604,7,4,52542,38709,3559,7716,2053,418,15,7208,1694,84,15,30913,21669,8923,28073,20068,8005,31275,22474,7536,30821,21187,8992,30268,22284,7984,29665,20307,7962,29884,21309,7288,27694,21963,5172,27590,22327,4802,31602,23787,7046,36619,28103,8103,35756,26694,7703,35376,25243,8529,35606,26004,8097
195,195,57964,15161,2013,39836,1462,543,51,0,0,54189,16755,2632,33078,2402,512,74,0,0,61783,20566,3551,35114,2723,929,118,62205,20571,3560,35371,2723,929,118,55211,17594,2329,33922,2076,406,50,32110,1840,23,36,1257,61040,19435,3543,35813,2659,726,12,45328,14118,1463,28733,1243,406,40,0,0,42788,14721,1818,24589,1375,217,50,24161,1238,85,50,120,0,50360,18878,2680,26338,2383,692,102,50360,18878,2680,24778,1986,102,49,1624,43400,15674,1641,24576,1223,168,10,0,0,0,0,47527,17506,2274,25876,1518,217,0,25233,1407,24,0,48107,17871,2496,25582,1706,366,9,24941,1335,129,9,32541,30644,1736,32705,30823,1882,30806,28499,1691,29950,27162,2512,29601,27342,2259,29288,26212,2371,29345,26466,2179,24864,23402,1149,24818,23461,1103,28480,26351,1754,30966,28792,1988,29804,26785,2179,29576,26320,2339,29669,26315,2438
196,196,62592,57483,1727,2541,691,340,87,0,0,63913,57089,3058,2648,1134,364,135,0,0,65892,56698,3554,3557,1069,1135,89,65953,56743,3561,3578,1080,1141,90,64188,56454,3610,2847,1153,350,94,2153,817,34,9,1019,65121,56397,3542,3260,1628,354,43,48590,45533,970,1490,442,216,47,0,0,49756,45880,1644,1583,400,198,30,1444,322,30,30,86,0,52488,46343,2179,2312,742,819,62,52488,46343,2179,1830,582,49,13,1340,50208,45438,2454,1650,437,167,10,0,0,0,0,51169,45577,2651,1793,965,147,0,1574,749,14,0,52718,45744,3515,1964,1217,191,0,1661,935,26,0,28537,11381,16774,27449,9943,17506,30732,8817,20699,30758,9202,20014,30379,10003,20376,30509,11976,17011,30265,9598,18617,25187,9435,15230,25212,10369,14412,30574,10213,19606,36366,11756,24089,36048,11831,23225,35874,10491,23746,35935,10805,23818
197,197,64744,3291,40819,21893,2431,1607,294,0,0,65073,4867,39712,20616,2778,998,154,0,0,61989,4133,38577,20447,2361,1376,242,62586,4162,38889,20509,2365,1376,242,65433,4982,40918,19003,3305,784,189,15642,3021,99,0,748,62617,4543,39606,18425,3047,1524,338,44378,2720,27206,14716,1791,1063,204,0,0,42488,3824,24021,12710,1620,252,0,12385,1601,93,0,95,0,45621,3650,27742,14465,1834,1041,181,45621,3650,27742,11726,1492,54,14,749,41990,3867,24633,11723,1624,204,0,0,0,0,0,40930,3731,24551,10825,1477,149,0,10591,1464,61,0,40727,4080,23203,11651,1472,94,0,11358,1427,12,0,26235,24401,1701,25570,24675,895,25728,24342,1109,24462,23031,1255,24241,23171,1070,24118,22686,1097,24162,22841,990,15982,15280,593,16029,15324,603,21110,19553,1380,23577,20716,2731,21199,18568,2044,20937,18289,1993,21134,18425,2130
198,198,64549,3304,4447,53928,3857,809,157,0,0,64624,3291,5134,53291,4367,1325,111,0,0,63286,2963,5710,52046,3467,986,106,63729,2973,5731,52185,3467,986,106,66178,3643,5792,54311,4089,1167,78,51503,3662,284,10,1213,67322,4092,6120,55226,3571,1130,51,47592,2996,2971,39092,2987,561,110,0,0,46200,2919,2738,37444,2378,405,8,36896,2368,30,8,631,0,48685,2637,3872,39744,2818,765,82,48685,2637,3872,37830,2616,107,17,1299,47219,3035,3357,37986,2072,362,8,0,0,0,0,47583,3410,3261,38920,1448,498,4,38041,1381,105,4,48936,4110,3146,39336,1930,545,3,38222,1849,80,3,32650,31483,1044,32254,31536,718,30069,28775,898,29246,27835,1180,29036,28026,1010,28806,27307,1047,28853,27539,906,23546,22828,569,23544,22835,580,27425,26198,972,29837,28273,1383,28549,26660,1221,28336,26436,1181,28431,26360,1414
199,199,60497,54787,1540,2993,1123,349,49,0,0,62976,55557,2428,4019,1090,564,39,0,0,64033,54176,2683,4343,1863,956,100,64111,54232,2684,4380,1871,957,100,63496,56211,2480,3842,1117,646,31,2506,801,27,4,1395,64889,56517,2846,4170,1451,582,128,47401,43671,1002,1782,813,252,37,0,0,48661,44224,1490,2059,568,404,4,1678,412,25,4,28,0,50848,44126,1753,2721,1409,736,67,50848,44126,1753,2194,1077,66,20,1477,49592,45231,1495,1997,648,394,4,0,0,0,0,50379,45455,1578,2189,720,262,0,1800,561,4,0,52618,46902,2138,2311,821,280,9,1895,724,37,9,26334,11395,14598,25065,10155,14910,28226,10359,16682,28264,10152,16825,27871,10789,17082,27877,11059,15164,27786,10217,15606,23808,10370,12968,23864,11371,12018,28213,11393,16097,33041,13381,19183,32574,12889,18730,32427,11594,19369,32398,11973,19162
